date,nav,ret
2022-01-04,998801810.1102374,
2022-01-05,1006121044.7046533,0.007328014947838524
2022-01-06,1003157286.3253671,-0.0029457274498777553
2022-01-07,1001125228.9360024,-0.0020256617950793476
2022-01-10,980681650.5016552,-0.020420600583679893
2022-01-11,972682654.6840984,-0.00815656723409175
2022-01-12,978995563.0719903,0.006490203518579429
2022-01-13,976624881.2141484,-0.00242154504807246
2022-01-14,977595825.7876842,0.0009941837364708661
2022-01-17,969167963.6405418,-0.008621008728583512
2022-01-18,958306196.6667567,-0.011207311200201464
2022-01-19,965800198.8029141,0.007820049752598424
2022-01-20,979451075.8860652,0.014134266176452526
2022-01-21,986765940.9379969,0.007468331223501101
2022-01-24,983047826.6122608,-0.0037679799955414595
2022-01-25,998101655.5233973,0.015313424742531945
2022-01-26,1003444511.1515017,0.005353017499307278
2022-01-27,1005934402.0816151,0.0024813439133333226
2022-01-28,1012294515.0376971,0.006322592152053552
2022-02-07,1019553218.1006877,0.007170544693428926
2022-02-08,1020693984.38225,0.00111888841240404
2022-02-09,1019806415.3599907,-0.0008695740700347399
2022-02-10,1021501947.8208115,0.0016626022696888398
2022-02-11,1020506097.4224218,-0.0009748883989053603
2022-02-14,1000331253.6838905,-0.01976944948147652
2022-02-15,1009079521.6699847,0.008745371049716955
2022-02-16,1005231335.6605738,-0.0038135607023738194
2022-02-17,1009306597.0622139,0.0040540532881041536
2022-02-18,1001787466.1865504,-0.007449798601881219
2022-02-21,1000238731.1514864,-0.0015459716629909748
2022-02-22,1007674156.2765591,0.007433650481133647
2022-02-23,1006000942.2199132,-0.0016604713400892868
2022-02-24,999043042.9456542,-0.006916394391147662
2022-02-25,999349254.9718156,0.0003065053386073213
2022-02-28,1003123088.7852838,0.0037762912162020434
2022-03-01,1001522329.8832139,-0.0015957751545808696
2022-03-02,997523746.7142236,-0.003992505258925694
2022-03-03,1011184325.1202898,0.013694489430515544
2022-03-04,1006901615.8104718,-0.004235339891476841
2022-03-07,1002874032.1448407,-0.003999977358651097
2022-03-08,995403409.2877095,-0.007449213577854663
2022-03-09,996502220.784798,0.0011038856074190306
2022-03-10,997630907.075018,0.0011326480430029484
2022-03-11,988113612.6436851,-0.00953989532986399
2022-03-14,983881436.6394513,-0.004283086428604754
2022-03-15,990221323.055207,0.006443750415101146
2022-03-16,991703478.8809403,0.0014967924758075846
2022-03-17,990412522.699898,-0.0013017562290887907
2022-03-18,992130530.3529229,0.0017346384598828646
2022-03-21,996913113.3086898,0.00482051787486637
2022-03-22,998435471.6138072,0.0015270722039804063
2022-03-23,998767804.9371344,0.000332854082988554
2022-03-24,995743943.5188066,-0.0030275920022453384
2022-03-25,991717248.3343189,-0.004043906278011544
2022-03-28,983689844.9649729,-0.008094447669261373
2022-03-29,987656928.7938133,0.004032860407318539
2022-03-30,991191182.1392186,0.0035784220637438136
2022-03-31,991257023.3284314,6.642632662523518e-05
